  25   2 1.27+06 4.10-02 3.75-02 3.75-02 3.73-02 3.62-02 3.61-02 3.74-02 4.12-02 4.52-02 4.94-02 5.38-02 5.60-02 5.73-02 5.89-02
  26   2 8.55+02 1.93-02 1.58-02 1.48-02 1.38-02 1.20-02 1.08-02 1.02-02 1.01-02 1.03-02 1.06-02 1.09-02 1.11-02 1.12-02 1.14-02
  27   2 5.70+02 2.54-02 2.10-02 1.98-02 1.84-02 1.54-02 1.33-02 1.18-02 1.08-02 1.04-02 1.03-02 1.04-02 1.04-02 1.05-02 1.06-02
  28   2 8.55+02 3.48-02 2.85-02 2.68-02 2.50-02 2.16-02 1.95-02 1.84-02 1.82-02 1.85-02 1.90-02 1.96-02 1.99-02 2.01-02 2.04-02
  29   2 2.85+02 2.39-02 1.98-02 1.88-02 1.73-02 1.40-02 1.14-02 9.37-03 7.39-03 6.45-03 5.88-03 5.51-03 5.39-03 5.34-03 5.31-03
  30   2 4.92+03 2.70-02 2.34-02 2.24-02 2.09-02 1.74-02 1.43-02 1.12-02 7.18-03 4.70-03 2.90-03 1.45-03 8.60-04 5.33-04 1.61-04
  31   2 3.34+06 1.19-02 1.13-02 1.13-02 1.06-02 8.76-03 7.08-03 5.38-03 3.35-03 2.13-03 1.27-03 5.97-04 3.35-04 1.96-04-4.84-06
  32   2 1.00-30 2.67-02 2.09-02 1.85-02 1.72-02 1.65-02 1.65-02 1.67-02 1.74-02 1.80-02 1.86-02 1.91-02 1.94-02 1.96-02 1.98-02
  33   2 1.01+10 4.22-03 3.76-03 3.57-03 3.43-03 3.32-03 3.31-03 3.47-03 4.13-03 5.09-03 6.45-03 8.74-03 1.07-02 1.29-02-3.61-03
  34   2 1.01+10 1.22-02 1.11-02 1.06-02 1.02-02 9.93-03 9.92-03 1.04-02 1.24-02 1.53-02 1.94-02 2.63-02 3.23-02 3.88-02-1.08-02
  35   2 1.01+10 2.04-02 1.86-02 1.77-02 1.71-02 1.66-02 1.66-02 1.73-02 2.07-02 2.55-02 3.23-02 4.38-02 5.38-02 6.47-02-1.81-02
  36   2 1.00-30 2.13-03 1.66-03 1.46-03 1.32-03 1.12-03 9.54-04 7.60-04 4.98-04 3.28-04 2.01-04 9.55-05 5.17-05 2.72-05 0.00+00
  37   2 1.10+05 5.70-03 5.72-03 5.77-03 5.86-03 6.01-03 6.13-03 6.30-03 6.67-03 7.09-03 7.55-03 8.04-03 8.28-03 8.43-03 8.59-03
  38   2 1.10+05 9.65-03 9.59-03 9.64-03 9.78-03 1.00-02 1.02-02 1.05-02 1.11-02 1.18-02 1.25-02 1.34-02 1.38-02 1.40-02 1.43-02
  39   2 1.11+05 1.34-02 1.34-02 1.35-02 1.37-02 1.41-02 1.43-02 1.47-02 1.56-02 1.66-02 1.76-02 1.88-02 1.94-02 1.97-02 2.01-02
  40   2 9.35+02 5.37-03 5.47-03 5.51-03 5.51-03 5.41-03 5.29-03 5.18-03 5.12-03 5.17-03 5.26-03 5.40-03 5.49-03 5.55-03 5.67-03
  41   2 6.68+02 7.28-03 7.31-03 7.29-03 7.20-03 6.92-03 6.58-03 6.19-03 5.75-03 5.56-03 5.49-03 5.51-03 5.55-03 5.59-03 5.67-03
  42   2 9.35+02 9.70-03 9.85-03 9.93-03 9.92-03 9.75-03 9.53-03 9.32-03 9.23-03 9.31-03 9.48-03 9.74-03 9.90-03 1.00-02 1.02-02
  43   2 1.52-03 1.24-03 1.20-03 1.14-03 1.06-03 9.12-04 7.87-04 6.68-04 5.47-04 4.93-04 4.68-04 4.60-04 4.57-04 4.53-04 4.40-04
  44   2 8.49-04 1.38-03 1.33-03 1.26-03 1.16-03 9.87-04 8.30-04 6.72-04 5.03-04 4.20-04 3.70-04 3.39-04 3.27-04 3.22-04 3.15-04
  45   2 2.67+02 6.94-03 6.79-03 6.65-03 6.44-03 5.94-03 5.34-03 4.59-03 3.62-03 3.06-03 2.69-03 2.43-03 2.34-03 2.30-03 2.27-03
  46   2 1.52-03 1.95-03 1.89-03 1.79-03 1.66-03 1.43-03 1.24-03 1.05-03 8.60-04 7.75-04 7.31-04 7.07-04 7.00-04 6.96-04 6.91-04
  47   2 6.75-04 1.33-03 1.27-03 1.21-03 1.11-03 9.39-04 7.83-04 6.24-04 4.51-04 3.64-04 3.12-04 2.77-04 2.64-04 2.58-04 2.50-04
  48   2 3.91+02 8.69-03 8.53-03 8.38-03 8.10-03 7.35-03 6.38-03 5.12-03 3.34-03 2.19-03 1.34-03 6.56-04 3.79-04 2.25-04 4.87-05
  49   2 1.54+06 4.81-03 4.81-03 4.76-03 4.60-03 4.12-03 3.51-03 2.75-03 1.73-03 1.10-03 6.51-04 3.04-04 1.69-04 9.69-05-1.64-06
   4   3 1.04-03 1.68-01 1.60-01 1.51-01 1.43-01 1.46-01 1.45-01 1.28-01 9.02-02 6.29-02 4.09-02 2.12-02 1.22-02 6.79-03 0.00+00
   5   3 6.69-09 1.42-01 1.30-01 1.22-01 1.19-01 1.32-01 1.40-01 1.32-01 1.13-01 1.01-01 9.45-02 9.03-02 8.87-02 8.79-02 8.66-02
   6   3 1.00-30 2.64-02 2.25-02 1.85-02 1.50-02 1.38-02 1.32-02 1.09-02 6.82-03 4.25-03 2.47-03 1.13-03 5.98-04 3.11-04 0.00+00
   7   3 2.78-01 4.82-02 4.75-02 4.64-02 4.83-02 5.93-02 6.18-02 5.31-02 3.47-02 2.26-02 1.39-02 6.82-03 3.83-03 2.09-03 0.00+00
   8   3 2.57+09 2.23-01 1.52-01 9.87-02 6.12-02 3.33-02 2.20-02 1.59-02 1.33-02 1.44-02 1.77-02 2.44-02 3.07-02 3.78-02-1.17-02
   9   3 1.00-30 9.89-02 8.11-02 7.14-02 6.63-02 6.43-02 6.54-02 6.85-02 7.47-02 7.97-02 8.40-02 8.80-02 8.98-02 9.08-02 9.22-02
  10   3 4.71-01 6.75-02 4.30-02 3.03-02 2.34-02 1.79-02 1.40-02 1.03-02 6.38-03 4.15-03 2.56-03 1.25-03 6.97-04 3.76-04 0.00+00
  11   3 6.03+05 7.53-02 4.96-02 3.58-02 2.86-02 2.33-02 1.98-02 1.71-02 1.55-02 1.56-02 1.64-02 1.77-02 1.84-02 1.89-02 1.95-02
  12   3 1.00-30 1.70-02 1.14-02 7.95-03 6.07-03 4.54-03 3.39-03 2.35-03 1.32-03 7.97-04 4.58-04 2.06-04 1.09-04 5.65-05 0.00+00
  13   3 9.02+10 2.20-01 2.24-01 2.25-01 2.29-01 2.46-01 2.75-01 3.26-01 4.40-01 5.68-01 7.31-01 9.91-01 1.21+00 1.44+00-3.72-01
  14   3 3.46+01 4.23-02 3.62-02 3.31-02 3.26-02 3.05-02 2.57-02 1.96-02 1.21-02 7.62-03 4.50-03 2.08-03 1.11-03 5.82-04 0.00+00
  15   3 3.71+01 3.08-02 2.80-02 2.72-02 2.85-02 2.83-02 2.54-02 2.21-02 1.90-02 1.80-02 1.77-02 1.81-02 1.86-02 1.90-02 1.98-02
  16   3 1.36+02 3.58-02 3.05-02 2.76-02 2.67-02 2.46-02 2.06-02 1.57-02 9.59-03 6.00-03 3.50-03 1.59-03 8.42-04 4.36-04 0.00+00
  17   3 1.08+00 1.53-02 1.24-02 1.15-02 1.16-02 1.09-02 9.15-03 6.97-03 4.31-03 2.75-03 1.64-03 7.58-04 4.05-04 2.11-04 0.00+00
  18   3 1.09+09 3.58-02 2.39-02 1.64-02 1.14-02 7.07-03 5.08-03 3.82-03 3.02-03 2.97-03 3.32-03 4.27-03 5.25-03 6.36-03-1.95-03
  19   3 1.00-30 2.34-02 1.80-02 1.57-02 1.45-02 1.36-02 1.36-02 1.39-02 1.50-02 1.59-02 1.68-02 1.77-02 1.82-02 1.85-02 1.90-02
  20   3 3.05-01 2.21-02 1.41-02 1.08-02 8.63-03 6.24-03 4.77-03 3.54-03 2.23-03 1.48-03 9.27-04 4.64-04 2.63-04 1.45-04 0.00+00
  21   3 2.93+05 2.91-02 1.85-02 1.40-02 1.12-02 8.25-03 6.61-03 5.43-03 4.46-03 4.11-03 4.01-03 4.08-03 4.17-03 4.24-03 4.35-03
  22   3 1.00-30 9.54-03 5.76-03 4.16-03 3.09-03 2.03-03 1.42-03 9.69-04 5.42-04 3.28-04 1.88-04 8.47-05 4.48-05 2.32-05 0.00+00
  23   3 3.04+10 3.96-02 3.97-02 4.10-02 4.29-02 4.71-02 5.24-02 6.07-02 7.78-02 9.63-02 1.20-01 1.56-01 1.87-01 2.20-01-5.28-02
  24   3 1.93+01 1.32-02 1.24-02 1.22-02 1.16-02 9.80-03 8.10-03 6.27-03 3.96-03 2.54-03 1.52-03 7.13-04 3.85-04 2.03-04 0.00+00
  25   3 4.96-01 1.29-02 1.14-02 1.09-02 1.02-02 8.54-03 7.10-03 5.80-03 4.47-03 3.85-03 3.54-03 3.42-03 3.45-03 3.50-03 3.66-03
  26   3 3.35+06 2.02-02 1.76-02 1.65-02 1.53-02 1.34-02 1.26-02 1.27-02 1.44-02 1.66-02 1.91-02 2.21-02 2.36-02 2.46-02 2.58-02
  27   3 1.61-02 9.41-03 7.54-03 6.88-03 6.08-03 4.42-03 3.16-03 2.13-03 1.16-03 6.86-04 3.87-04 1.72-04 9.02-05 4.65-05 0.00+00
  28   3 7.46-03 1.08-02 8.48-03 7.53-03 6.55-03 4.79-03 3.58-03 2.69-03 2.00-03 1.75-03 1.67-03 1.66-03 1.67-03 1.68-03 1.70-03
  29   3 3.41-03 1.16-02 9.70-03 8.90-03 7.84-03 5.77-03 4.23-03 2.92-03 1.62-03 9.69-04 5.48-04 2.43-04 1.27-04 6.51-05 0.00+00
  30   3 8.38+01 1.13-02 1.03-02 1.00-02 9.48-03 8.00-03 6.60-03 5.09-03 3.17-03 2.02-03 1.19-03 5.47-04 2.91-04 1.51-04 0.00+00
  31   3 7.53-01 6.20-03 5.92-03 5.83-03 5.46-03 4.50-03 3.65-03 2.79-03 1.76-03 1.13-03 6.78-04 3.16-04 1.69-04 8.83-05 0.00+00
  32   3 6.34+08 8.36-03 5.46-03 4.14-03 3.29-03 2.50-03 2.04-03 1.66-03 1.35-03 1.28-03 1.37-03 1.71-03 2.08-03 2.52-03-8.03-04
  33   3 1.00-30 6.67-03 5.71-03 5.31-03 5.06-03 4.89-03 4.84-03 4.88-03 5.08-03 5.32-03 5.59-03 5.93-03 6.14-03 6.29-03 6.55-03
  34   3 1.36-01 4.57-03 3.59-03 3.14-03 2.78-03 2.31-03 1.91-03 1.49-03 9.76-04 6.59-04 4.21-04 2.17-04 1.26-04 7.09-05 0.00+00
  35   3 2.28+05 4.95-03 4.09-03 3.69-03 3.36-03 2.91-03 2.54-03 2.18-03 1.79-03 1.60-03 1.51-03 1.48-03 1.49-03 1.50-03 1.54-03
  36   3 1.00-30 1.57-03 1.29-03 1.14-03 1.02-03 8.28-04 6.65-04 4.96-04 2.98-04 1.85-04 1.08-04 4.91-05 2.60-05 1.35-05 0.00+00
  37   3 1.41+10 1.50-02 1.53-02 1.58-02 1.67-02 1.84-02 2.04-02 2.32-02 2.87-02 3.46-02 4.21-02 5.41-02 6.42-02 7.50-02-1.76-02
  38   3 1.10+01 4.45-03 4.42-03 4.37-03 4.26-03 3.90-03 3.41-03 2.74-03 1.78-03 1.16-03 6.99-04 3.31-04 1.80-04 9.52-05 0.00+00
  39   3 1.01+01 3.73-03 3.68-03 3.63-03 3.53-03 3.25-03 2.88-03 2.43-03 1.87-03 1.57-03 1.40-03 1.32-03 1.31-03 1.33-03 1.38-03
